Student Code,State,Started on,Completed,Time taken,Grade/10.00,Q. 1 /2.00,Q. 2 /2.00,Q. 3 /2.00,Q. 4 /2.00,Q. 5 /2.00
1279,Finished,17 September 2022  6:22 AM,17 September 2022  6:39 AM,17 mins 44 secs,2.00,0.00,0.00,2.00,0.00,0.00
1256,Finished,17 September 2022  6:54 AM,17 September 2022  6:56 AM,2 mins 30 secs,10.00,2.00,2.00,2.00,2.00,2.00
1268,Finished,17 September 2022  7:01 AM,17 September 2022  7:04 AM,2 mins 53 secs,6.00,2.00,2.00,2.00,-,0.00
1279,Finished,17 September 2022  9:59 AM,17 September 2022  10:04 AM,5 mins 12 secs,2.00,0.00,0.00,2.00,0.00,0.00
1262,Finished,17 September 2022  11:01 AM,17 September 2022  11:04 AM,3 mins 28 secs,4.00,0.00,2.00,2.00,0.00,0.00
1260,Finished,17 September 2022  12:00 PM,17 September 2022  12:09 PM,9 mins 3 secs,0.00,0.00,0.00,0.00,0.00,0.00
1705,Finished,17 September 2022  12:01 PM,17 September 2022  12:06 PM,5 mins 24 secs,0.00,0.00,0.00,0.00,0.00,0.00
1279,Finished,17 September 2022  12:48 PM,17 September 2022  12:50 PM,2 mins 20 secs,4.00,0.00,2.00,2.00,0.00,0.00
1745,Finished,17 September 2022  1:16 PM,17 September 2022  1:20 PM,3 mins 44 secs,4.00,0.00,0.00,2.00,2.00,0.00
2344,Finished,17 September 2022  3:35 PM,17 September 2022  3:38 PM,3 mins 33 secs,0.00,0.00,0.00,0.00,0.00,0.00
2111,Finished,17 September 2022  4:23 PM,17 September 2022  4:30 PM,7 mins 35 secs,0.00,0.00,0.00,0.00,0.00,0.00
1290,Finished,17 September 2022  4:54 PM,17 September 2022  4:57 PM,3 mins 4 secs,8.00,2.00,2.00,2.00,0.00,2.00
1559,Finished,17 September 2022  5:31 PM,17 September 2022  5:41 PM,10 mins 33 secs,4.00,0.00,2.00,2.00,0.00,0.00
1281,Finished,17 September 2022  6:22 PM,17 September 2022  6:25 PM,2 mins 33 secs,6.00,0.00,2.00,2.00,0.00,2.00
1274,Finished,17 September 2022  6:45 PM,17 September 2022  6:53 PM,8 mins 23 secs,2.00,0.00,0.00,2.00,0.00,0.00
1258,Finished,17 September 2022  9:11 PM,17 September 2022  9:25 PM,13 mins 57 secs,6.00,2.00,2.00,2.00,0.00,0.00
1260,Finished,17 September 2022  11:24 PM,17 September 2022  11:26 PM,2 mins 22 secs,4.00,2.00,0.00,2.00,0.00,0.00
1484,Finished,18 September 2022  11:56 AM,18 September 2022  12:08 PM,11 mins 57 secs,2.00,0.00,2.00,0.00,0.00,0.00
1327,Finished,18 September 2022  3:52 PM,18 September 2022  3:53 PM,1 min 18 secs,2.00,2.00,0.00,0.00,0.00,0.00
1267,Finished,18 September 2022  4:59 PM,18 September 2022  5:05 PM,5 mins 51 secs,4.00,0.00,2.00,2.00,0.00,0.00
1281,Finished,18 September 2022  6:30 PM,18 September 2022  6:34 PM,4 mins 25 secs,6.00,2.00,0.00,2.00,0.00,2.00
1484,Finished,18 September 2022  6:39 PM,18 September 2022  6:50 PM,11 mins 5 secs,2.00,0.00,2.00,0.00,0.00,0.00
1181,Finished,18 September 2022  7:24 PM,18 September 2022  7:26 PM,2 mins 14 secs,6.00,0.00,2.00,2.00,0.00,2.00
1267,Finished,18 September 2022  9:04 PM,18 September 2022  9:07 PM,3 mins 58 secs,2.00,0.00,0.00,2.00,0.00,0.00
1402,Finished,18 September 2022  9:21 PM,18 September 2022  9:28 PM,7 mins 8 secs,0.00,0.00,0.00,0.00,-,0.00
1479,Finished,18 September 2022  9:33 PM,18 September 2022  9:35 PM,2 mins 13 secs,0.00,0.00,0.00,0.00,-,0.00
1484,Finished,18 September 2022  9:34 PM,18 September 2022  9:39 PM,5 mins 46 secs,4.00,0.00,2.00,2.00,0.00,0.00
1281,Finished,18 September 2022  10:23 PM,18 September 2022  10:27 PM,4 mins 9 secs,8.00,2.00,2.00,2.00,0.00,2.00
1267,Finished,19 September 2022  5:55 AM,19 September 2022  5:58 AM,2 mins 37 secs,6.00,0.00,2.00,2.00,2.00,0.00
1705,Finished,19 September 2022  9:03 AM,19 September 2022  9:13 AM,9 mins 45 secs,2.00,0.00,0.00,2.00,0.00,0.00
1274,Finished,19 September 2022  9:51 AM,19 September 2022  10:10 AM,18 mins 41 secs,2.00,0.00,0.00,2.00,0.00,0.00
1275,Finished,19 September 2022  11:00 AM,19 September 2022  11:12 AM,11 mins 59 secs,4.00,2.00,0.00,2.00,0.00,0.00
1271,Finished,19 September 2022  11:52 AM,19 September 2022  12:00 PM,8 mins 9 secs,4.00,0.00,2.00,2.00,0.00,0.00
2370,Finished,19 September 2022  1:13 PM,19 September 2022  1:20 PM,6 mins 28 secs,8.00,2.00,2.00,2.00,0.00,2.00
1274,Finished,19 September 2022  1:44 PM,19 September 2022  1:46 PM,2 mins 4 secs,6.00,0.00,2.00,2.00,0.00,2.00
1294,Finished,19 September 2022  3:19 PM,19 September 2022  3:27 PM,7 mins 8 secs,2.00,0.00,2.00,0.00,0.00,0.00
1271,Finished,19 September 2022  4:26 PM,19 September 2022  4:27 PM,1 min 36 secs,2.00,0.00,2.00,0.00,0.00,0.00
1294,Finished,19 September 2022  5:39 PM,19 September 2022  5:46 PM,7 mins 49 secs,0.00,0.00,0.00,0.00,-,0.00
1288,Finished,19 September 2022  5:55 PM,19 September 2022  6:03 PM,7 mins 48 secs,2.00,2.00,0.00,0.00,-,0.00
1294,Finished,19 September 2022  7:58 PM,19 September 2022  8:05 PM,6 mins 31 secs,2.00,0.00,0.00,2.00,-,0.00
1427,Finished,19 September 2022  9:43 PM,19 September 2022  9:57 PM,14 mins 11 secs,4.00,2.00,0.00,2.00,-,0.00
1387,Finished,19 September 2022  10:18 PM,19 September 2022  11:32 PM,1 hour 14 mins,2.00,0.00,2.00,0.00,0.00,0.00
1284,Finished,19 September 2022  10:29 PM,21 September 2022  2:53 PM,1 day 16 hours,4.00,0.00,2.00,2.00,0.00,0.00
1336,Finished,19 September 2022  11:57 PM,20 September 2022  12:02 AM,5 mins 13 secs,0.00,0.00,0.00,0.00,0.00,0.00
1308,Finished,20 September 2022  12:17 AM,20 September 2022  12:21 AM,3 mins 51 secs,2.00,0.00,0.00,2.00,0.00,0.00
1288,Finished,20 September 2022  5:14 AM,20 September 2022  5:15 AM,51 secs,6.00,2.00,2.00,2.00,-,0.00
1308,Finished,20 September 2022  7:12 AM,20 September 2022  7:25 AM,12 mins 49 secs,6.00,0.00,2.00,2.00,2.00,0.00
1282,Finished,20 September 2022  10:43 AM,20 September 2022  10:52 AM,8 mins 57 secs,2.00,0.00,0.00,0.00,0.00,2.00
1282,Finished,20 September 2022  4:18 PM,20 September 2022  4:20 PM,2 mins 25 secs,2.00,0.00,0.00,0.00,0.00,2.00
1322,Finished,20 September 2022  7:12 PM,20 September 2022  7:20 PM,7 mins 57 secs,4.00,0.00,0.00,0.00,2.00,2.00
1295,Finished,20 September 2022  10:20 PM,20 September 2022  10:21 PM,1 min 18 secs,4.00,0.00,0.00,2.00,0.00,2.00
1277,Finished,20 September 2022  11:19 PM,20 September 2022  11:24 PM,4 mins 46 secs,4.00,0.00,2.00,2.00,0.00,0.00
1359,Finished,21 September 2022  10:48 AM,21 September 2022  11:22 AM,33 mins 13 secs,6.00,0.00,0.00,2.00,2.00,2.00
1276,Finished,21 September 2022  10:57 AM,21 September 2022  11:02 AM,4 mins 40 secs,6.00,0.00,2.00,2.00,0.00,2.00
1278,Finished,21 September 2022  11:39 AM,21 September 2022  11:50 AM,10 mins 45 secs,4.00,0.00,2.00,2.00,0.00,0.00
1359,Finished,21 September 2022  1:54 PM,21 September 2022  1:56 PM,1 min 59 secs,6.00,2.00,0.00,2.00,0.00,2.00
1288,Finished,21 September 2022  2:34 PM,21 September 2022  2:36 PM,2 mins 12 secs,6.00,2.00,2.00,2.00,0.00,0.00
1134,Finished,21 September 2022  4:42 PM,21 September 2022  4:44 PM,2 mins 41 secs,8.00,2.00,2.00,2.00,0.00,2.00
1367,Finished,21 September 2022  5:19 PM,21 September 2022  5:29 PM,9 mins 34 secs,2.00,2.00,0.00,0.00,0.00,0.00
1282,Finished,21 September 2022  6:33 PM,21 September 2022  6:38 PM,5 mins 21 secs,4.00,0.00,0.00,2.00,0.00,2.00
1367,Finished,21 September 2022  7:54 PM,21 September 2022  7:55 PM,1 min 1 sec,6.00,2.00,2.00,2.00,0.00,0.00
1286,Finished,22 September 2022  2:10 AM,22 September 2022  2:28 AM,18 mins 25 secs,0.00,0.00,0.00,0.00,-,0.00
4482,Finished,22 September 2022  5:48 AM,22 September 2022  6:05 AM,17 mins 4 secs,6.00,0.00,2.00,2.00,2.00,0.00
1323,Finished,22 September 2022  7:27 AM,22 September 2022  7:40 AM,12 mins 35 secs,2.00,0.00,0.00,2.00,0.00,0.00
1287,Finished,22 September 2022  9:53 AM,22 September 2022  10:18 AM,25 mins 6 secs,4.00,0.00,2.00,0.00,0.00,2.00
4482,Finished,22 September 2022  1:32 PM,22 September 2022  1:42 PM,9 mins 16 secs,6.00,0.00,2.00,2.00,2.00,0.00
1293,Finished,22 September 2022  1:53 PM,22 September 2022  1:59 PM,5 mins 2 secs,2.00,0.00,0.00,2.00,0.00,0.00
1286,Finished,22 September 2022  2:08 PM,22 September 2022  2:13 PM,5 mins 8 secs,0.00,0.00,0.00,0.00,0.00,0.00
1280,Finished,22 September 2022  2:15 PM,22 September 2022  2:20 PM,4 mins 37 secs,6.00,2.00,2.00,2.00,0.00,0.00
1462,Finished,22 September 2022  3:14 PM,22 September 2022  3:15 PM,1 min 17 secs,8.00,2.00,2.00,2.00,2.00,0.00
1293,Finished,22 September 2022  4:03 PM,22 September 2022  4:05 PM,2 mins 46 secs,0.00,0.00,0.00,0.00,0.00,0.00
1287,Finished,22 September 2022  5:57 PM,22 September 2022  6:02 PM,4 mins 44 secs,8.00,2.00,2.00,2.00,2.00,0.00
1928,Finished,22 September 2022  6:58 PM,22 September 2022  7:04 PM,5 mins 41 secs,2.00,0.00,2.00,0.00,0.00,0.00
1286,Finished,22 September 2022  7:23 PM,22 September 2022  7:25 PM,1 min 32 secs,2.00,2.00,0.00,0.00,-,0.00
1285,Finished,22 September 2022  7:43 PM,22 September 2022  7:49 PM,5 mins 32 secs,8.00,2.00,2.00,2.00,2.00,0.00
1327,Finished,22 September 2022  7:58 PM,22 September 2022  9:19 PM,1 hour 20 mins,4.00,0.00,2.00,2.00,0.00,0.00
1928,Finished,22 September 2022  9:21 PM,22 September 2022  9:24 PM,2 mins 25 secs,4.00,2.00,2.00,0.00,0.00,0.00
1306,Finished,22 September 2022  9:37 PM,22 September 2022  9:51 PM,13 mins 26 secs,2.00,2.00,0.00,0.00,-,0.00
1286,Finished,23 September 2022  12:43 AM,23 September 2022  12:44 AM,42 secs,6.00,0.00,2.00,2.00,-,2.00
1293,Finished,23 September 2022  8:50 AM,23 September 2022  8:56 AM,6 mins 17 secs,6.00,2.00,2.00,2.00,0.00,0.00
1298,Finished,23 September 2022  10:02 AM,23 September 2022  10:14 AM,11 mins 35 secs,2.00,0.00,2.00,0.00,0.00,0.00
1289,Finished,23 September 2022  11:03 AM,23 September 2022  11:13 AM,10 mins 6 secs,2.00,0.00,0.00,2.00,0.00,0.00
1289,Finished,23 September 2022  1:53 PM,23 September 2022  1:58 PM,5 mins 7 secs,4.00,0.00,2.00,2.00,0.00,0.00
1148,Finished,23 September 2022  2:35 PM,23 September 2022  2:37 PM,2 mins 33 secs,6.00,0.00,2.00,2.00,2.00,0.00
1390,Finished,23 September 2022  2:42 PM,23 September 2022  3:27 PM,45 mins 36 secs,4.00,0.00,2.00,2.00,-,0.00
1298,Finished,23 September 2022  3:38 PM,23 September 2022  3:40 PM,1 min 45 secs,6.00,0.00,2.00,2.00,2.00,0.00
1148,Finished,23 September 2022  4:40 PM,23 September 2022  4:41 PM,1 min 12 secs,10.00,2.00,2.00,2.00,2.00,2.00
1318,Finished,23 September 2022  9:39 PM,23 September 2022  9:46 PM,7 mins 3 secs,4.00,2.00,2.00,0.00,0.00,0.00
1296,Finished,23 September 2022  10:10 PM,23 September 2022  10:16 PM,6 mins 5 secs,4.00,0.00,2.00,0.00,2.00,0.00
1705,Finished,23 September 2022  11:37 PM,23 September 2022  11:39 PM,2 mins 20 secs,2.00,0.00,2.00,0.00,0.00,0.00
1705,Finished,24 September 2022  10:38 AM,24 September 2022  10:45 AM,6 mins 59 secs,2.00,0.00,0.00,2.00,-,0.00
1328,Finished,24 September 2022  10:49 AM,24 September 2022  11:00 AM,11 mins 4 secs,4.00,0.00,2.00,2.00,0.00,0.00
1332,Finished,24 September 2022  11:13 AM,24 September 2022  11:19 AM,6 mins 6 secs,4.00,2.00,2.00,0.00,0.00,0.00
1294,Finished,24 September 2022  2:08 PM,24 September 2022  2:32 PM,24 mins 8 secs,4.00,2.00,2.00,0.00,0.00,0.00
2606,Finished,24 September 2022  2:17 PM,24 September 2022  2:27 PM,10 mins 9 secs,4.00,0.00,2.00,2.00,0.00,0.00
6107,Finished,24 September 2022  2:27 PM,24 September 2022  2:36 PM,9 mins 57 secs,2.00,0.00,0.00,2.00,0.00,0.00
1332,Finished,24 September 2022  2:43 PM,24 September 2022  2:51 PM,8 mins 3 secs,2.00,0.00,2.00,0.00,0.00,0.00
1297,Finished,24 September 2022  3:35 PM,24 September 2022  3:40 PM,5 mins 8 secs,4.00,0.00,2.00,2.00,0.00,0.00
3397,Finished,24 September 2022  6:30 PM,24 September 2022  6:32 PM,2 mins 26 secs,6.00,0.00,2.00,2.00,0.00,2.00
1300,Finished,24 September 2022  6:47 PM,24 September 2022  7:04 PM,17 mins 10 secs,0.00,0.00,0.00,0.00,0.00,0.00
1321,Finished,24 September 2022  10:41 PM,24 September 2022  11:34 PM,53 mins 38 secs,0.00,0.00,0.00,0.00,-,0.00
1330,Finished,24 September 2022  11:06 PM,24 September 2022  11:11 PM,5 mins,6.00,2.00,2.00,0.00,2.00,0.00
1300,Finished,25 September 2022  12:01 AM,25 September 2022  12:22 AM,20 mins 35 secs,8.00,2.00,2.00,2.00,0.00,2.00
1346,Finished,25 September 2022  7:37 AM,25 September 2022  7:48 AM,10 mins 57 secs,2.00,0.00,0.00,2.00,0.00,0.00
1316,Finished,25 September 2022  10:15 AM,25 September 2022  10:58 AM,42 mins 23 secs,4.00,0.00,2.00,2.00,0.00,0.00
1307,Finished,25 September 2022  11:05 AM,25 September 2022  11:09 AM,3 mins 16 secs,0.00,0.00,0.00,0.00,0.00,0.00
1324,Finished,25 September 2022  11:19 AM,25 September 2022  11:25 AM,6 mins 24 secs,0.00,0.00,0.00,0.00,0.00,0.00
1315,Finished,25 September 2022  11:27 AM,25 September 2022  11:29 AM,2 mins 16 secs,0.00,0.00,0.00,0.00,-,0.00
6107,Finished,25 September 2022  11:48 AM,25 September 2022  11:50 AM,1 min 51 secs,2.00,0.00,2.00,0.00,0.00,0.00
1307,Finished,25 September 2022  1:26 PM,25 September 2022  1:34 PM,7 mins 27 secs,2.00,2.00,0.00,0.00,0.00,0.00
1398,Finished,25 September 2022  1:36 PM,25 September 2022  1:46 PM,10 mins 22 secs,2.00,2.00,0.00,0.00,0.00,0.00
1342,Finished,25 September 2022  2:31 PM,25 September 2022  2:36 PM,4 mins 38 secs,2.00,0.00,0.00,0.00,0.00,2.00
1397,Finished,25 September 2022  2:55 PM,25 September 2022  3:01 PM,6 mins 23 secs,8.00,2.00,2.00,2.00,0.00,2.00
1301,Finished,25 September 2022  4:59 PM,25 September 2022  5:04 PM,4 mins 53 secs,8.00,2.00,2.00,2.00,0.00,2.00
1304,Finished,25 September 2022  5:03 PM,25 September 2022  5:10 PM,6 mins 37 secs,2.00,0.00,0.00,2.00,0.00,0.00
1397,Finished,25 September 2022  6:02 PM,25 September 2022  6:03 PM,1 min 7 secs,8.00,2.00,2.00,2.00,0.00,2.00
1321,Finished,25 September 2022  6:46 PM,25 September 2022  6:59 PM,12 mins 25 secs,2.00,0.00,0.00,2.00,0.00,0.00
1398,Finished,25 September 2022  6:47 PM,25 September 2022  7:00 PM,13 mins 12 secs,0.00,0.00,0.00,0.00,0.00,0.00
1307,Finished,25 September 2022  6:51 PM,25 September 2022  6:56 PM,5 mins 10 secs,2.00,2.00,0.00,0.00,0.00,0.00
1301,Finished,25 September 2022  9:15 PM,25 September 2022  9:17 PM,1 min 52 secs,8.00,2.00,2.00,2.00,0.00,2.00
1307,Finished,25 September 2022  9:26 PM,25 September 2022  9:31 PM,5 mins 14 secs,8.00,2.00,2.00,2.00,0.00,2.00
1342,Finished,25 September 2022  9:48 PM,25 September 2022  9:53 PM,5 mins 1 sec,2.00,0.00,2.00,0.00,0.00,0.00
1321,Finished,25 September 2022  10:15 PM,25 September 2022  10:31 PM,15 mins 59 secs,6.00,2.00,0.00,2.00,-,2.00
1301,Finished,26 September 2022  12:01 AM,26 September 2022  12:06 AM,5 mins 5 secs,8.00,2.00,2.00,2.00,0.00,2.00
1312,Finished,26 September 2022  12:28 AM,26 September 2022  12:45 AM,16 mins 29 secs,2.00,0.00,2.00,0.00,0.00,0.00
1312,Finished,26 September 2022  2:47 AM,26 September 2022  3:10 AM,22 mins 24 secs,8.00,2.00,2.00,2.00,2.00,0.00
1304,Finished,26 September 2022  6:25 AM,26 September 2022  6:30 AM,4 mins 31 secs,0.00,0.00,0.00,0.00,0.00,0.00
1398,Finished,26 September 2022  7:13 AM,26 September 2022  7:28 AM,14 mins 59 secs,6.00,2.00,2.00,2.00,0.00,0.00
1323,Finished,26 September 2022  7:38 AM,26 September 2022  7:39 AM,1 min 32 secs,2.00,0.00,0.00,2.00,0.00,0.00
1605,Finished,26 September 2022  8:05 AM,26 September 2022  8:15 AM,9 mins 59 secs,2.00,0.00,0.00,2.00,0.00,0.00
1304,Finished,26 September 2022  9:55 AM,26 September 2022  9:57 AM,1 min 43 secs,2.00,0.00,0.00,2.00,0.00,0.00
1605,Finished,26 September 2022  11:55 AM,26 September 2022  11:59 AM,4 mins 2 secs,6.00,2.00,2.00,2.00,0.00,0.00
1620,Finished,26 September 2022  12:23 PM,26 September 2022  12:30 PM,6 mins 17 secs,0.00,0.00,0.00,0.00,0.00,0.00
1305,Finished,26 September 2022  12:27 PM,26 September 2022  12:36 PM,8 mins 55 secs,4.00,2.00,2.00,0.00,0.00,0.00
1306,Finished,26 September 2022  12:45 PM,26 September 2022  1:15 PM,29 mins 59 secs,8.00,2.00,2.00,2.00,0.00,2.00
1341,Finished,26 September 2022  12:46 PM,26 September 2022  12:53 PM,6 mins 35 secs,4.00,2.00,2.00,0.00,0.00,0.00
1304,Finished,26 September 2022  1:04 PM,26 September 2022  1:06 PM,2 mins 5 secs,6.00,2.00,2.00,2.00,0.00,0.00
1347,Finished,26 September 2022  1:21 PM,26 September 2022  1:34 PM,13 mins 30 secs,0.00,0.00,0.00,0.00,0.00,0.00
1681,Finished,26 September 2022  2:07 PM,26 September 2022  2:09 PM,2 mins 4 secs,4.00,0.00,2.00,0.00,0.00,2.00
2111,Finished,26 September 2022  2:38 PM,26 September 2022  2:48 PM,9 mins 38 secs,2.00,0.00,0.00,2.00,0.00,0.00
1315,Finished,26 September 2022  4:20 PM,26 September 2022  4:24 PM,3 mins 31 secs,0.00,0.00,0.00,0.00,0.00,0.00
1310,Finished,26 September 2022  5:21 PM,26 September 2022  6:02 PM,41 mins 37 secs,8.00,0.00,2.00,2.00,2.00,2.00
1323,Finished,26 September 2022  5:28 PM,26 September 2022  5:31 PM,2 mins 49 secs,4.00,2.00,0.00,2.00,0.00,0.00
1347,Finished,26 September 2022  6:34 PM,26 September 2022  6:44 PM,9 mins 21 secs,0.00,0.00,0.00,0.00,0.00,0.00
1313,Finished,26 September 2022  6:48 PM,26 September 2022  8:23 PM,1 hour 35 mins,4.00,0.00,2.00,2.00,0.00,0.00
1384,Finished,26 September 2022  7:26 PM,26 September 2022  7:28 PM,2 mins 49 secs,0.00,0.00,0.00,0.00,0.00,0.00
1310,Finished,26 September 2022  8:58 PM,26 September 2022  8:59 PM,1 min 34 secs,10.00,2.00,2.00,2.00,2.00,2.00
2111,Finished,26 September 2022  9:10 PM,26 September 2022  9:35 PM,25 mins 33 secs,2.00,0.00,0.00,2.00,-,0.00
1347,Finished,26 September 2022  9:19 PM,26 September 2022  9:23 PM,3 mins 48 secs,6.00,2.00,0.00,2.00,0.00,2.00
1313,Finished,26 September 2022  10:47 PM,26 September 2022  10:50 PM,2 mins 49 secs,8.00,0.00,2.00,2.00,2.00,2.00
1607,Finished,26 September 2022  11:12 PM,26 September 2022  11:18 PM,5 mins 37 secs,2.00,0.00,0.00,2.00,-,0.00
1607,Finished,27 September 2022  1:21 AM,27 September 2022  1:23 AM,1 min 51 secs,2.00,0.00,0.00,2.00,-,0.00
1309,Finished,27 September 2022  8:19 AM,27 September 2022  8:33 AM,14 mins 23 secs,4.00,0.00,2.00,2.00,0.00,0.00
1311,Finished,27 September 2022  9:44 AM,27 September 2022  9:48 AM,4 mins 2 secs,6.00,2.00,2.00,0.00,0.00,2.00
1324,Finished,27 September 2022  10:05 AM,27 September 2022  10:13 AM,7 mins 32 secs,2.00,0.00,0.00,2.00,0.00,0.00
1314,Finished,27 September 2022  10:16 AM,27 September 2022  10:24 AM,8 mins 4 secs,2.00,2.00,0.00,0.00,0.00,0.00
1314,Finished,27 September 2022  12:29 PM,27 September 2022  12:32 PM,3 mins 2 secs,4.00,2.00,0.00,2.00,0.00,0.00
1315,Finished,27 September 2022  1:58 PM,27 September 2022  2:03 PM,4 mins 58 secs,2.00,2.00,0.00,0.00,0.00,0.00
1315,Finished,27 September 2022  4:06 PM,27 September 2022  4:07 PM,55 secs,8.00,2.00,2.00,2.00,-,2.00
1343,Finished,27 September 2022  6:32 PM,27 September 2022  6:57 PM,24 mins 49 secs,0.00,0.00,0.00,0.00,-,0.00
1313,Finished,27 September 2022  7:49 PM,27 September 2022  7:51 PM,1 min 28 secs,10.00,2.00,2.00,2.00,2.00,2.00
1352,Finished,27 September 2022  10:52 PM,27 September 2022  10:57 PM,5 mins 27 secs,4.00,2.00,2.00,0.00,0.00,0.00
1325,Finished,27 September 2022  11:35 PM,28 September 2022  9:34 PM,21 hours 58 mins,8.00,2.00,2.00,2.00,0.00,2.00
1705,Finished,28 September 2022  6:52 AM,28 September 2022  6:54 AM,1 min 55 secs,4.00,2.00,0.00,2.00,-,0.00
1366,Finished,28 September 2022  10:33 AM,28 September 2022  10:42 AM,9 mins 5 secs,0.00,0.00,0.00,0.00,0.00,0.00
1324,Finished,28 September 2022  10:52 AM,28 September 2022  11:07 AM,14 mins 5 secs,2.00,0.00,0.00,2.00,0.00,0.00
1329,Finished,28 September 2022  11:01 AM,28 September 2022  11:06 AM,4 mins 51 secs,4.00,2.00,2.00,0.00,0.00,0.00
1326,Finished,28 September 2022  11:55 AM,28 September 2022  12:02 PM,6 mins 48 secs,0.00,0.00,0.00,0.00,0.00,0.00
1348,Finished,28 September 2022  12:06 PM,28 September 2022  12:08 PM,2 mins 46 secs,2.00,0.00,0.00,0.00,0.00,2.00
1354,Finished,28 September 2022  1:14 PM,28 September 2022  1:28 PM,14 mins 7 secs,6.00,2.00,2.00,2.00,-,0.00
1320,Finished,28 September 2022  1:18 PM,28 September 2022  1:32 PM,14 mins 3 secs,6.00,0.00,2.00,2.00,2.00,0.00
1348,Finished,28 September 2022  2:09 PM,28 September 2022  2:12 PM,3 mins 13 secs,6.00,2.00,2.00,2.00,0.00,0.00
1324,Finished,28 September 2022  5:30 PM,28 September 2022  5:35 PM,4 mins 49 secs,6.00,0.00,2.00,2.00,0.00,2.00
3104,Finished,28 September 2022  9:42 PM,28 September 2022  9:50 PM,8 mins 15 secs,2.00,0.00,2.00,0.00,0.00,0.00
1349,Finished,28 September 2022  10:19 PM,28 September 2022  10:23 PM,4 mins 25 secs,6.00,2.00,2.00,2.00,0.00,0.00
1324,Finished,28 September 2022  10:35 PM,28 September 2022  10:38 PM,2 mins 34 secs,8.00,2.00,2.00,2.00,-,2.00
1331,Finished,28 September 2022  11:47 PM,28 September 2022  11:59 PM,12 mins 8 secs,6.00,2.00,2.00,2.00,0.00,0.00
1368,Finished,29 September 2022  4:47 AM,29 September 2022  4:55 AM,7 mins 31 secs,4.00,0.00,2.00,2.00,0.00,0.00
1388,Finished,29 September 2022  9:03 AM,29 September 2022  9:05 AM,1 min 44 secs,2.00,0.00,2.00,0.00,-,0.00
1326,Finished,29 September 2022  11:00 AM,29 September 2022  11:17 AM,16 mins 32 secs,4.00,0.00,2.00,2.00,0.00,0.00
1443,Finished,29 September 2022  11:18 AM,29 September 2022  11:27 AM,8 mins 34 secs,0.00,0.00,0.00,0.00,0.00,0.00
2319,Finished,29 September 2022  1:58 PM,29 September 2022  2:00 PM,1 min 49 secs,0.00,0.00,0.00,0.00,0.00,0.00
1380,Finished,29 September 2022  3:43 PM,29 September 2022  3:49 PM,5 mins 49 secs,2.00,0.00,0.00,2.00,0.00,0.00
1380,Finished,29 September 2022  7:17 PM,29 September 2022  8:02 PM,45 mins 10 secs,2.00,0.00,2.00,0.00,0.00,0.00
1355,Finished,29 September 2022  8:29 PM,29 September 2022  9:42 PM,1 hour 13 mins,2.00,0.00,2.00,0.00,0.00,0.00
1457,Finished,30 September 2022  5:54 AM,30 September 2022  6:13 AM,19 mins 44 secs,6.00,2.00,2.00,2.00,0.00,0.00
1443,Finished,30 September 2022  7:13 AM,30 September 2022  7:19 AM,5 mins 13 secs,2.00,0.00,2.00,0.00,0.00,0.00
1355,Finished,30 September 2022  8:00 AM,30 September 2022  8:12 AM,12 mins 37 secs,2.00,0.00,2.00,0.00,0.00,0.00
3104,Finished,30 September 2022  8:41 AM,30 September 2022  8:53 AM,11 mins 32 secs,6.00,2.00,2.00,2.00,0.00,0.00
1366,Finished,30 September 2022  10:07 AM,30 September 2022  10:18 AM,11 mins 11 secs,2.00,2.00,0.00,0.00,0.00,0.00
1355,Finished,30 September 2022  10:21 AM,30 September 2022  10:27 AM,6 mins 50 secs,8.00,2.00,2.00,2.00,0.00,2.00
1443,Finished,30 September 2022  10:38 AM,30 September 2022  10:40 AM,1 min 10 secs,6.00,2.00,2.00,2.00,-,0.00
1346,Finished,30 September 2022  11:38 AM,30 September 2022  11:44 AM,6 mins 7 secs,8.00,2.00,0.00,2.00,2.00,2.00
1289,Finished,30 September 2022  11:46 AM,30 September 2022  11:52 AM,6 mins 20 secs,8.00,0.00,2.00,2.00,2.00,2.00
1328,Finished,30 September 2022  11:59 AM,30 September 2022  12:03 PM,4 mins 34 secs,6.00,0.00,2.00,2.00,2.00,0.00
